min(X),min(Y),min(Z),max(X),max(Y),max(Z),mean(X),mean(Y),mean(Z),variance(X),variance(Y),variance(Z),std(X),std(Y),std(Z),skewness(X),skewness(Y),skewness(Z),kurtosis(X),kurtosis(Y),kurtosis(Z),median(X),median(Y),median(Z),percentile25(X),percentile75(X),percentile25(Y),percentile75(Y),percentile25(Z),percentile75(Z),corr_axis(XY),corr_axis(XZ),corr_axis(YZ),zerocross(X),zerocross(Y),zerocross(Z),energy(X),energy(Y),energy(Z),dominantFr(X),dominantFrMag(X),dominantFr(Y),dominantFrMag(Y),dominantFr(Z),dominantFrMag(Z),user,activity
-0.839000000000000,-0.023000000000000,-0.677000000000000,0.126000000000000,0.874000000000000,1.460000000000000,-0.576289999999998,0.751223333333336,-0.083160000000000,0.035359617959866,0.027077077045708,0.128970014448160,0.188041532539666,0.164551138086942,0.359123954155331,2.783434071983751,-2.657295904631964,2.673009985645481,9.061964240131591,8.731322000771932,9.188342047684261,-0.630000000000000,0.804000000000000,-0.182000000000000,-0.639000000000000,-0.628000000000000,0.795000000000000,0.818000000000000,-0.208000000000000,-0.155000000000000,-0.872616954973819,0.977072802758009,-0.871227823111672,26.000000000000000,23.000000000000000,6.000000000000000,110.000000000000000,177.000000000000000,41.000000000000000,0.058593750000000,2.521782320833648,0.058593750000000,2.889064919978792,0.058593750000000,7.340250723548024,1.000000000000000,1.000000000000000
-0.657000000000000,0.789000000000000,-0.223000000000000,-0.616000000000000,0.839000000000000,-0.132000000000000,-0.629660000000000,0.815833333333334,-0.160700000000000,0.000030546220736,0.000047838350056,0.000220217391304,0.005526863553209,0.006916527311863,0.014839723424119,-1.466666132294000,-0.836524827898734,-2.101273248822788,7.020139671972525,4.744129428554854,7.438555134011459,-0.628000000000000,0.818000000000000,-0.155000000000000,-0.630000000000000,-0.628000000000000,0.815000000000000,0.821000000000000,-0.161000000000000,-0.152000000000000,0.398695194543217,0.147101995073783,0.634491004861563,57.000000000000000,73.000000000000000,41.000000000000000,119.000000000000000,200.000000000000000,8.000000000000000,0.117187500000000,0.001893916690075,0.117187500000000,0.003746176850728,0.058593750000000,0.024856364485080,1.000000000000000,1.000000000000000
-0.713000000000000,0.320000000000000,-0.531000000000000,0.185000000000000,1.065000000000000,1.147000000000000,-0.528410000000000,0.774603333333334,0.001823333333333,0.062434095551839,0.010556949152731,0.130049042263099,0.249868156338177,0.102747015298408,0.360623130515916,2.062105165849935,-2.144334651526020,1.775383877302039,5.356046338703798,7.578001521779913,4.451432970333911,-0.630000000000000,0.815000000000000,-0.152000000000000,-0.633000000000000,-0.625000000000000,0.806000000000000,0.818000000000000,-0.161000000000000,-0.147000000000000,-0.726393288020509,0.916305094051380,-0.817322431387996,28.000000000000000,27.000000000000000,23.000000000000000,102.000000000000000,183.000000000000000,39.000000000000000,0.058593750000000,7.945932234655089,0.058593750000000,1.199709024689876,0.058593750000000,17.698444734833995,1.000000000000000,1.000000000000000
-0.713000000000000,0.164000000000000,-0.531000000000000,0.249000000000000,1.065000000000000,1.147000000000000,-0.186930000000001,0.608930000000000,0.502793333333334,0.112539329531773,0.038205784381271,0.229909923701226,0.335468820506128,0.195463000031389,0.479489232101438,-0.499904375874492,-0.403697903554601,-0.632323228644516,1.399782512592085,2.064349550954093,1.600167444900173,-0.016500000000000,0.633000000000000,0.736000000000000,-0.630000000000000,0.094000000000000,0.441500000000000,0.806000000000000,-0.147000000000000,0.897000000000000,-0.588741887640638,0.904680069644177,-0.795041906552437,17.000000000000000,35.000000000000000,21.000000000000000,44.000000000000000,123.000000000000000,145.000000000000000,0.058593750000000,25.890226274949946,0.058593750000000,8.561788654280457,0.058593750000000,59.149575087182214,1.000000000000000,1.000000000000000
-1.305000000000000,-1.413000000000000,-1.135000000000000,0.375000000000000,0.862000000000000,2.006000000000000,-0.033350000000000,0.143186666666667,0.214063333333334,0.024592970735786,0.177051336276477,0.790046567881828,0.156821461336725,0.420774685878888,0.888845637825730,-3.549206829073725,-0.543762611779198,-0.465933190113305,29.884241564711957,2.796477377418451,1.388123705637100,-0.032000000000000,0.196500000000000,0.739000000000000,-0.103000000000000,0.038000000000000,-0.221500000000000,0.464500000000000,-0.959000000000000,0.930000000000000,0.736893119460592,0.492767797079597,0.801519496139680,23.000000000000000,13.000000000000000,13.000000000000000,8.000000000000000,59.000000000000000,250.000000000000000,0.058593750000000,3.131693535889712,0.058593750000000,46.664382836441867,0.058593750000000,185.758535153005740,1.000000000000000,1.000000000000000
-1.305000000000000,-1.413000000000000,-1.135000000000000,0.375000000000000,0.683000000000000,2.006000000000000,-0.112943333333334,-0.205939999999999,-0.695879999999999,0.014248341259755,0.045843641872910,0.459497771505016,0.119366415962593,0.214111283852369,0.677862649439410,-6.578534572427353,-0.724075263227836,2.273010202181941,67.511648705347085,9.275116831083007,6.500965722842991,-0.106000000000000,-0.217000000000000,-0.968000000000000,-0.114000000000000,-0.100000000000000,-0.229000000000000,-0.205000000000000,-0.974000000000000,-0.959000000000000,0.531739889716136,0.198844128919695,0.638888409069671,59.000000000000000,48.000000000000000,37.000000000000000,8.000000000000000,26.000000000000000,283.000000000000000,0.351562500000000,0.183326310532530,0.292968750000000,2.505113742912803,0.058593750000000,57.326317960756022,1.000000000000000,1.000000000000000
-0.129000000000000,-0.331000000000000,-0.988000000000000,-0.047000000000000,-0.176000000000000,-0.933000000000000,-0.107606666666667,-0.220959999999999,-0.970896666666662,0.000066941761427,0.000545503411371,0.000059216711260,0.008181794511412,0.023356014458191,0.007695239519323,2.411564916932255,-2.292666508811860,1.951491512589848,16.292253699881762,8.483524528336082,8.187695877645220,-0.111000000000000,-0.214000000000000,-0.974000000000000,-0.111000000000000,-0.106000000000000,-0.220000000000000,-0.208000000000000,-0.974000000000000,-0.968000000000000,-0.159121022397795,0.224952948467709,-0.633153674145925,57.000000000000000,70.000000000000000,61.000000000000000,3.000000000000000,15.000000000000000,283.000000000000000,0.117187500000000,0.002226001784733,0.058593750000000,0.043396431469792,0.058593750000000,0.003419890242787,1.000000000000000,1.000000000000000
-0.147000000000000,-0.331000000000000,-0.988000000000000,-0.038000000000000,-0.158000000000000,-0.933000000000000,-0.107830000000001,-0.224640000000000,-0.969316666666664,0.000175425852843,0.000626966956522,0.000059374303233,0.013244842499736,0.025039308227699,0.007705472291365,1.192292021906388,-1.311683869010089,1.575393039836612,7.761094938313613,6.118557059233221,6.883370195753551,-0.111000000000000,-0.217000000000000,-0.968000000000000,-0.114000000000000,-0.103000000000000,-0.232000000000000,-0.214000000000000,-0.974000000000000,-0.968000000000000,0.107508540241367,0.099070064668272,-0.484855258667582,58.000000000000000,82.000000000000000,59.000000000000000,4.000000000000000,15.000000000000000,282.000000000000000,1.171875000000000,0.003929435695347,0.234375000000000,0.024713168618469,0.117187500000000,0.002487550439938,1.000000000000000,1.000000000000000
-0.217000000000000,-0.296000000000000,-1.009000000000000,-0.026000000000000,-0.106000000000000,-0.921000000000000,-0.105766666666667,-0.216896666666666,-0.971026666666665,0.000516587513935,0.000936286945373,0.000069771861761,0.022728561633666,0.030598806273668,0.008352955271126,-0.447141065859865,0.879464715567248,-0.404186380890014,6.214424084605104,4.222379203850123,10.529228173561155,-0.106000000000000,-0.220000000000000,-0.968000000000000,-0.117000000000000,-0.091000000000000,-0.235000000000000,-0.205000000000000,-0.974000000000000,-0.965000000000000,0.376373181327737,-0.191862358253584,-0.214614514510846,64.000000000000000,96.000000000000000,103.000000000000000,4.000000000000000,14.000000000000000,283.000000000000000,1.289062500000000,0.012066710117836,0.058593750000000,0.026491235268772,0.234375000000000,0.001267566023435,1.000000000000000,1.000000000000000
-0.220000000000000,-0.311000000000000,-1.021000000000000,0.000000000000000,0.018000000000000,-0.921000000000000,-0.109006666666667,-0.187476666666667,-0.976936666666669,0.000844314336678,0.002489969353400,0.000145310356745,0.029057087546377,0.049899592717779,0.012054474552825,-0.533690114979893,0.401983098983108,-0.096560279464217,5.314634338571962,3.150995556195507,5.234975227260659,-0.106000000000000,-0.191000000000000,-0.977000000000000,-0.126000000000000,-0.091000000000000,-0.223000000000000,-0.150000000000000,-0.982000000000000,-0.968000000000000,0.143429259732592,-0.028615203093745,-0.444397182719893,69.000000000000000,57.000000000000000,70.000000000000000,4.000000000000000,11.000000000000000,286.000000000000000,1.347656250000000,0.035529205102410,0.058593750000000,0.327623132797899,0.058593750000000,0.009806380535407,1.000000000000000,1.000000000000000
